date,type,value
2017-10-28,SNOW,0.0
2017-10-28,TMAX,2.2
2017-10-28,TMIN,-0.6
2017-10-28,PRCP,6.6
2017-10-28,SNWD,0.0
2017-10-29,SNOW,0.0
2017-10-29,TMAX,1.1
2017-10-29,TMIN,-1.7
2017-10-29,PRCP,0.0
2017-10-29,SNWD,0.0
2017-10-30,SNOW,0.0
2017-10-30,TMAX,5.6
2017-10-30,TMIN,-1.1
2017-10-30,PRCP,2.5
2017-10-30,SNWD,0.0
2017-10-31,SNOW,0.0
2017-10-31,TMAX,3.9
2017-10-31,TMIN,-0.6
2017-10-31,PRCP,0.0
2017-10-31,SNWD,0.0
2017-11-01,SNOW,0.0
2017-11-01,TMAX,1.7
2017-11-01,TMIN,-2.8
2017-11-01,PRCP,0.0
2017-11-01,SNWD,0.0
2017-11-02,SNOW,0.0
2017-11-02,TMAX,2.8
2017-11-02,TMIN,-1.7
2017-11-02,PRCP,1.8
2017-11-02,SNWD,0.0
2017-11-03,SNOW,0.0
2017-11-03,TMAX,4.4
2017-11-03,TMIN,-0.6
2017-11-03,PRCP,0.0
2017-11-03,SNWD,0.0
2017-11-04,SNOW,0.0
2017-11-04,TMAX,2.8
2017-11-04,TMIN,-1.7
2017-11-04,PRCP,0.0
2017-11-04,SNWD,0.0
2017-11-05,SNOW,0.0
2017-11-05,TMAX,5.6
2017-11-05,TMIN,2.2
2017-11-05,PRCP,0.8
2017-11-05,SNWD,0.0
2017-11-06,SNOW,0.0
2017-11-06,TMAX,4.4
2017-11-06,TMIN,-5.0
2017-11-06,PRCP,0.0
2017-11-06,SNWD,0.0
2017-11-07,SNOW,0.0
2017-11-07,TMAX,0.6
2017-11-07,TMIN,-5.6
2017-11-07,PRCP,0.0
2017-11-07,SNWD,0.0
2017-11-08,SNOW,0.0
2017-11-08,TMAX,2.8
2017-11-08,TMIN,-2.8
2017-11-08,PRCP,0.0
2017-11-08,SNWD,0.0
2017-11-09,SNOW,0.0
2017-11-09,TMAX,5.6
2017-11-09,TMIN,-5.0
2017-11-09,PRCP,0.0
2017-11-09,SNWD,0.0
2017-11-10,SNOW,0.0
2017-11-10,TMAX,-4.4
2017-11-10,TMIN,-11.7
2017-11-10,PRCP,0.0
2017-11-10,SNWD,0.0
2017-11-11,SNOW,0.0
2017-11-11,TMAX,-0.6
2017-11-11,TMIN,-11.1
2017-11-11,PRCP,0.3
2017-11-11,SNWD,0.0
2017-11-12,SNOW,0.0
2017-11-12,TMAX,6.1
2017-11-12,TMIN,-11.1
2017-11-12,PRCP,0.0
2017-11-12,SNWD,0.0
2017-11-13,SNOW,0.0
2017-11-13,TMAX,2.2
2017-11-13,TMIN,-4.4
2017-11-13,PRCP,0.0
2017-11-13,SNWD,0.0
2017-11-14,SNOW,0.0
2017-11-14,TMAX,6.7
2017-11-14,TMIN,-4.4
2017-11-14,PRCP,0.0
2017-11-14,SNWD,0.0
2017-11-15,SNOW,0.0
2017-11-15,TMAX,6.1
2017-11-15,TMIN,3.3
2017-11-15,PRCP,1.5
2017-11-15,SNWD,0.0
2017-11-16,SNOW,0.0
2017-11-16,TMAX,5.6
2017-11-16,TMIN,-2.2
2017-11-16,PRCP,0.0
2017-11-16,SNWD,0.0
2017-11-17,SNOW,0.0
2017-11-17,TMAX,1.7
2017-11-17,TMIN,-2.2
2017-11-17,PRCP,0.0
2017-11-17,SNWD,0.0
2017-11-18,SNOW,0.0
2017-11-18,TMAX,3.3
2017-11-18,TMIN,1.7
2017-11-18,PRCP,1.8
2017-11-18,SNWD,0.0
2017-11-19,SNOW,0.0
2017-11-19,TMAX,2.8
2017-11-19,TMIN,-6.7
2017-11-19,PRCP,0.0
2017-11-19,SNWD,0.0
2017-11-20,SNOW,0.0
2017-11-20,TMAX,5.0
2017-11-20,TMIN,-7.8
2017-11-20,PRCP,0.0
2017-11-20,SNWD,0.0
2017-11-21,SNOW,0.0
2017-11-21,TMAX,8.3
2017-11-21,TMIN,-1.7
2017-11-21,PRCP,0.0
2017-11-21,SNWD,0.0
2017-11-22,SNOW,0.0
2017-11-22,TMAX,-1.1
2017-11-22,TMIN,-8.9
2017-11-22,PRCP,0.0
2017-11-22,SNWD,0.0
2017-11-23,SNOW,0.0
2017-11-23,TMAX,0.6
2017-11-23,TMIN,-9.4
2017-11-23,PRCP,0.0
2017-11-23,SNWD,0.0
2017-11-24,SNOW,0.0
2017-11-24,TMAX,7.2
2017-11-24,TMIN,-5.6
2017-11-24,PRCP,0.0
2017-11-24,SNWD,0.0
2017-11-25,SNOW,0.0
2017-11-25,TMAX,13.3
2017-11-25,TMIN,2.8
2017-11-25,PRCP,0.0
2017-11-25,SNWD,0.0
2017-11-26,SNOW,0.0
2017-11-26,TMAX,5.0
2017-11-26,TMIN,-4.4
2017-11-26,PRCP,0.0
2017-11-26,SNWD,0.0
2017-11-27,SNOW,0.0
2017-11-27,TMAX,8.9
2017-11-27,TMIN,-4.4
2017-11-27,PRCP,0.0
2017-11-27,SNWD,0.0
2017-11-28,SNOW,0.0
2017-11-28,TMAX,15.0
2017-11-28,TMIN,0.0
2017-11-28,PRCP,0.0
2017-11-28,SNWD,0.0
2017-11-29,SNOW,0.0
2017-11-29,TMAX,10.6
2017-11-29,TMIN,-2.8
2017-11-29,PRCP,0.0
2017-11-29,SNWD,0.0
2017-11-30,SNOW,0.0
2017-11-30,TMAX,7.8
2017-11-30,TMIN,-3.9
2017-11-30,PRCP,0.0
2017-11-30,SNWD,0.0
2017-12-01,SNOW,0.0
2017-12-01,TMAX,7.8
2017-12-01,TMIN,-3.3
2017-12-01,PRCP,0.0
2017-12-01,SNWD,0.0
2017-12-02,SNOW,0.0
2017-12-02,TMAX,11.7
2017-12-02,TMIN,-3.3
2017-12-02,PRCP,0.0
2017-12-02,SNWD,0.0
2017-12-03,SNOW,0.0
2017-12-03,TMAX,7.8
2017-12-03,TMIN,-3.3
2017-12-03,PRCP,0.0
2017-12-03,SNWD,0.0
2017-12-04,SNOW,0.0
2017-12-04,TMAX,10.0
2017-12-04,TMIN,-1.1
2017-12-04,PRCP,0.0
2017-12-04,SNWD,0.0
2017-12-05,SNOW,0.0
2017-12-05,TMAX,16.1
2017-12-05,TMIN,-6.7
2017-12-05,PRCP,9.4
2017-12-05,SNWD,0.0
2017-12-06,SNOW,0.0
2017-12-06,TMAX,-5.6
2017-12-06,TMIN,-8.3
2017-12-06,PRCP,0.0
2017-12-06,SNWD,0.0
2017-12-07,SNOW,0.0
2017-12-07,TMAX,-6.1
2017-12-07,TMIN,-11.1
2017-12-07,PRCP,0.0
2017-12-07,SNWD,0.0
2017-12-08,SNOW,0.0
2017-12-08,TMAX,-5.6
2017-12-08,TMIN,-11.7
2017-12-08,PRCP,0.0
2017-12-08,SNWD,0.0
2017-12-09,SNOW,0.0
2017-12-09,TMAX,-0.6
2017-12-09,TMIN,-6.1
2017-12-09,PRCP,0.0
2017-12-09,SNWD,0.0
2017-12-10,SNOW,0.0
2017-12-10,TMAX,-5.0
2017-12-10,TMIN,-8.3
2017-12-10,PRCP,0.0
2017-12-10,SNWD,0.0
2017-12-11,SNOW,2.5
2017-12-11,TMAX,-1.7
2017-12-11,TMIN,-6.1
2017-12-11,PRCP,2.0
2017-12-11,SNWD,2.5
2017-12-12,SNOW,0.0
2017-12-12,TMAX,0.6
2017-12-12,TMIN,-12.2
2017-12-12,PRCP,0.0
2017-12-12,SNWD,2.5
2017-12-13,SNOW,0.0
2017-12-13,TMAX,-2.2
2017-12-13,TMIN,-13.3
2017-12-13,PRCP,0.0
2017-12-13,SNWD,2.5
2017-12-14,SNOW,0.0
2017-12-14,TMAX,-1.7
2017-12-14,TMIN,-10.6
2017-12-14,PRCP,0.0
2017-12-14,SNWD,2.5
2017-12-15,SNOW,0.0
2017-12-15,TMAX,-4.4
2017-12-15,TMIN,-10.6
2017-12-15,PRCP,0.0
2017-12-15,SNWD,2.5
2017-12-16,SNOW,0.5
2017-12-16,TMAX,-1.1
2017-12-16,TMIN,-5.0
2017-12-16,PRCP,0.3
2017-12-16,SNWD,5.1
2017-12-17,SNOW,0.0
2017-12-17,TMAX,-1.7
2017-12-17,TMIN,-7.8
2017-12-17,PRCP,0.0
2017-12-17,SNWD,5.1
2017-12-18,SNOW,0.0
2017-12-18,TMAX,-2.8
2017-12-18,TMIN,-5.6
2017-12-18,PRCP,0.0
2017-12-18,SNWD,5.1
2017-12-19,SNOW,0.0
2017-12-19,TMAX,4.4
2017-12-19,TMIN,-3.9
2017-12-19,PRCP,0.0
2017-12-19,SNWD,5.1
2017-12-20,SNOW,0.0
2017-12-20,TMAX,2.2
2017-12-20,TMIN,-7.2
2017-12-20,PRCP,0.0
2017-12-20,SNWD,2.5
2017-12-21,SNOW,0.0
2017-12-21,TMAX,-6.7
2017-12-21,TMIN,-8.3
2017-12-21,PRCP,0.3
2017-12-21,SNWD,2.5
2017-12-22,SNOW,0.0
2017-12-22,TMAX,-4.4
2017-12-22,TMIN,-6.7
2017-12-22,PRCP,0.0
2017-12-22,SNWD,2.5
2017-12-23,SNOW,0.0
2017-12-23,TMAX,-2.8
2017-12-23,TMIN,-9.4
2017-12-23,PRCP,0.0
2017-12-23,SNWD,2.5
2017-12-24,SNOW,0.0
2017-12-24,TMAX,-5.0
2017-12-24,TMIN,-11.7
2017-12-24,PRCP,0.0
2017-12-24,SNWD,2.5
2017-12-25,SNOW,0.0
2017-12-25,TMAX,-5.6
2017-12-25,TMIN,-16.1
2017-12-25,PRCP,0.0
2017-12-25,SNWD,2.5
2017-12-26,SNOW,0.0
2017-12-26,TMAX,-15.6
2017-12-26,TMIN,-20.6
2017-12-26,PRCP,0.0
2017-12-26,SNWD,2.5
2017-12-27,SNOW,0.0
2017-12-27,TMAX,-16.7
2017-12-27,TMIN,-22.8
2017-12-27,PRCP,0.0
2017-12-27,SNWD,2.5
2017-12-28,SNOW,0.0
2017-12-28,TMAX,-14.4
2017-12-28,TMIN,-22.8
2017-12-28,PRCP,0.3
2017-12-28,SNWD,2.5
2017-12-29,SNOW,2.5
2017-12-29,TMAX,-11.7
2017-12-29,TMIN,-17.8
2017-12-29,PRCP,2.5
2017-12-29,SNWD,5.1
2017-12-30,TMAX,-16.1
2017-12-30,TMIN,-23.3
2017-12-30,PRCP,1.3
2017-12-31,SNOW,0.0
2017-12-31,TMAX,-20.0
2017-12-31,TMIN,-25.0
2017-12-31,PRCP,0.0
2017-12-31,SNWD,5.1
2018-01-01,SNOW,0.0
2018-01-01,TMAX,-20.0
2018-01-01,TMIN,-25.6
2018-01-01,PRCP,0.0
2018-01-01,SNWD,5.1
2018-01-02,SNOW,0.0
2018-01-02,TMAX,-17.2
2018-01-02,TMIN,-24.4
2018-01-02,PRCP,0.0
2018-01-02,SNWD,5.1
2018-01-03,SNOW,0.0
2018-01-03,TMAX,-10.0
2018-01-03,TMIN,-25.0
2018-01-03,PRCP,0.0
2018-01-03,SNWD,5.1
2018-01-04,SNOW,0.0
2018-01-04,TMAX,-13.9
2018-01-04,TMIN,-21.1
2018-01-04,PRCP,0.0
2018-01-04,SNWD,5.1
2018-01-05,SNOW,0.0
2018-01-05,TMAX,-13.9
2018-01-05,TMIN,-26.1
2018-01-05,PRCP,0.0
2018-01-05,SNWD,5.1
2018-01-06,SNOW,0.0
2018-01-06,TMAX,-15.6
2018-01-06,TMIN,-26.7
2018-01-06,PRCP,0.0
2018-01-06,SNWD,5.1
2018-01-07,SNOW,0.0
2018-01-07,TMAX,-9.4
2018-01-07,TMIN,-26.7
2018-01-07,PRCP,0.0
2018-01-07,SNWD,5.1
2018-01-08,SNOW,0.0
2018-01-08,TMAX,-1.7
2018-01-08,TMIN,-10.0
2018-01-08,PRCP,0.0
2018-01-08,SNWD,5.1
2018-01-09,SNOW,0.0
2018-01-09,TMAX,2.2
2018-01-09,TMIN,-6.7
2018-01-09,PRCP,0.0
2018-01-09,SNWD,5.1
2018-01-10,SNOW,0.0
2018-01-10,TMAX,5.6
2018-01-10,TMIN,-3.3
2018-01-10,PRCP,0.0
2018-01-10,SNWD,5.1
2018-01-11,SNOW,0.0
2018-01-11,TMAX,5.6
2018-01-11,TMIN,-5.0
2018-01-11,PRCP,0.0
2018-01-11,SNWD,5.1
2018-01-12,SNOW,5.1
2018-01-12,TMAX,-5.0
2018-01-12,TMIN,-21.7
2018-01-12,PRCP,3.8
2018-01-12,SNWD,10.2
2018-01-13,SNOW,0.0
2018-01-13,TMAX,-15.6
2018-01-13,TMIN,-23.3
2018-01-13,PRCP,0.0
2018-01-13,SNWD,10.2
2018-01-14,SNOW,0.0
2018-01-14,TMAX,-15.6
2018-01-14,TMIN,-25.0
2018-01-14,PRCP,0.0
2018-01-14,SNWD,10.2
2018-01-15,SNOW,5.1
2018-01-15,TMAX,-9.4
2018-01-15,TMIN,-24.4
2018-01-15,PRCP,2.8
2018-01-15,SNWD,15.2
2018-01-16,SNOW,0.0
2018-01-16,TMAX,-13.3
2018-01-16,TMIN,-17.8
2018-01-16,PRCP,0.0
2018-01-16,SNWD,15.2
2018-01-17,SNOW,0.0
2018-01-17,TMAX,-12.8
2018-01-17,TMIN,-21.7
2018-01-17,PRCP,0.0
2018-01-17,SNWD,15.2
2018-01-18,SNOW,0.0
2018-01-18,TMAX,-3.9
2018-01-18,TMIN,-21.7
2018-01-18,PRCP,0.0
2018-01-18,SNWD,15.2
2018-01-19,SNOW,0.0
2018-01-19,TMAX,4.4
2018-01-19,TMIN,-8.3
2018-01-19,PRCP,0.0
2018-01-19,SNWD,15.2
2018-01-20,SNOW,0.0
2018-01-20,TMAX,6.1
2018-01-20,TMIN,-6.7
2018-01-20,PRCP,0.0
2018-01-20,SNWD,15.2
2018-01-21,SNOW,0.0
2018-01-21,TMAX,3.3
2018-01-21,TMIN,-6.7
2018-01-21,PRCP,0.0
2018-01-21,SNWD,15.2
2018-01-22,SNOW,0.0
2018-01-22,TMAX,4.4
2018-01-22,TMIN,-2.8
2018-01-22,PRCP,0.0
2018-01-22,SNWD,15.2
2018-01-23,SNOW,22.9
2018-01-23,TMAX,1.7
2018-01-23,TMIN,-8.9
2018-01-23,SNWD,38.1
2018-01-24,SNOW,0.0
2018-01-24,TMAX,-3.3
2018-01-24,TMIN,-17.2
2018-01-24,PRCP,0.0
2018-01-24,SNWD,38.1
2018-01-25,SNOW,0.0
2018-01-25,TMAX,-4.4
2018-01-25,TMIN,-17.2
2018-01-25,PRCP,0.0
2018-01-25,SNWD,38.1
2018-01-26,SNOW,0.0
2018-01-26,TMAX,-0.6
2018-01-26,TMIN,-4.4
2018-01-26,PRCP,0.0
2018-01-26,SNWD,38.1
2018-01-27,SNOW,0.0
2018-01-27,TMAX,7.8
2018-01-27,TMIN,-3.9
2018-01-27,PRCP,0.0
2018-01-27,SNWD,35.6
2018-01-28,SNOW,0.0
2018-01-28,TMAX,0.6
2018-01-28,TMIN,-8.9
2018-01-28,PRCP,0.0
2018-01-28,SNWD,35.6
2018-01-29,SNOW,0.0
2018-01-29,TMAX,-5.6
2018-01-29,TMIN,-15.0
2018-01-29,PRCP,0.0
2018-01-29,SNWD,35.6
2018-01-30,SNOW,0.0
2018-01-30,TMAX,-8.9
2018-01-30,TMIN,-19.4
2018-01-30,PRCP,0.0
2018-01-30,SNWD,35.6
2018-01-31,SNOW,6.4
2018-01-31,TMAX,-0.6
2018-01-31,TMIN,-18.9
2018-01-31,PRCP,3.0
2018-01-31,SNWD,40.6
2018-02-01,SNOW,0.0
2018-02-01,TMAX,-0.6
2018-02-01,TMIN,-18.9
2018-02-01,PRCP,0.0
2018-02-02,SNOW,0.0
2018-02-02,TMAX,-13.9
2018-02-02,TMIN,-24.4
2018-02-02,PRCP,0.0
2018-02-02,SNWD,22.9
2018-02-03,SNOW,0.0
2018-02-03,TMAX,-8.9
2018-02-03,TMIN,-25.6
2018-02-03,PRCP,0.0
2018-02-03,SNWD,22.9
2018-02-04,SNOW,5.1
2018-02-04,TMAX,-6.1
2018-02-04,TMIN,-17.8
2018-02-04,PRCP,2.3
2018-02-04,SNWD,27.9
2018-02-05,SNOW,0.0
2018-02-05,TMAX,-15.0
2018-02-05,TMIN,-23.3
2018-02-05,PRCP,0.0
2018-02-05,SNWD,27.9
2018-02-06,SNOW,0.0
2018-02-06,TMAX,-10.6
2018-02-06,TMIN,-22.8
2018-02-06,PRCP,0.0
2018-02-06,SNWD,27.9
2018-02-07,SNOW,2.5
2018-02-07,TMAX,-13.3
2018-02-07,TMIN,-24.4
2018-02-07,PRCP,0.8
2018-02-07,SNWD,30.5
2018-02-08,SNOW,0.0
2018-02-08,TMAX,-8.9
2018-02-08,TMIN,-20.6
2018-02-08,PRCP,0.0
2018-02-08,SNWD,30.5
2018-02-09,SNOW,0.0
2018-02-09,TMAX,-7.8
2018-02-09,TMIN,-20.0
2018-02-09,PRCP,0.5
2018-02-09,SNWD,30.5
2018-02-10,SNOW,0.0
2018-02-10,TMAX,-11.1
2018-02-10,TMIN,-20.6
2018-02-10,PRCP,0.0
2018-02-10,SNWD,30.5
2018-02-11,SNOW,0.0
2018-02-11,TMAX,-10.6
2018-02-11,TMIN,-21.7
2018-02-11,PRCP,0.0
2018-02-11,SNWD,30.5
2018-02-12,SNOW,0.0
2018-02-12,TMAX,-7.2
2018-02-12,TMIN,-22.2
2018-02-12,PRCP,0.0
2018-02-12,SNWD,27.9
2018-02-13,SNOW,0.0
2018-02-13,TMAX,-10.6
2018-02-13,TMIN,-20.6
2018-02-13,PRCP,0.0
2018-02-13,SNWD,27.9
2018-02-14,SNOW,0.0
2018-02-14,TMAX,-1.7
2018-02-14,TMIN,-12.8
2018-02-14,PRCP,0.0
2018-02-14,SNWD,27.9
2018-02-15,SNOW,0.0
2018-02-15,TMAX,5.0
2018-02-15,TMIN,-13.3
2018-02-15,PRCP,0.0
2018-02-15,SNWD,25.4
2018-02-16,SNOW,0.0
2018-02-16,TMAX,4.4
2018-02-16,TMIN,-18.9
2018-02-16,PRCP,0.0
2018-02-16,SNWD,25.4
2018-02-17,SNOW,0.0
2018-02-17,TMAX,-6.7
2018-02-17,TMIN,-19.4
2018-02-17,PRCP,0.0
2018-02-17,SNWD,25.4
2018-02-18,SNOW,0.0
2018-02-18,TMAX,1.7
2018-02-18,TMIN,-11.1
2018-02-18,PRCP,0.3
2018-02-18,SNWD,20.3
2018-02-19,SNOW,0.0
2018-02-19,TMAX,6.1
2018-02-19,TMIN,-8.3
2018-02-19,PRCP,0.0
2018-02-19,SNWD,20.3
2018-02-20,SNOW,2.5
2018-02-20,TMAX,-3.3
2018-02-20,TMIN,-6.7
2018-02-20,PRCP,4.6
2018-02-20,SNWD,22.9
2018-02-21,SNOW,0.0
2018-02-21,TMAX,-5.6
2018-02-21,TMIN,-17.8
2018-02-21,PRCP,0.3
2018-02-21,SNWD,22.9
2018-02-22,SNOW,0.0
2018-02-22,TMAX,-7.2
2018-02-22,TMIN,-18.3
2018-02-22,PRCP,0.0
2018-02-22,SNWD,22.9
2018-02-23,SNOW,12.7
2018-02-23,TMAX,-1.7
2018-02-23,TMIN,-21.1
2018-02-23,PRCP,3.0
2018-02-23,SNWD,35.6
2018-02-24,SNOW,0.0
2018-02-24,TMAX,-0.6
2018-02-24,TMIN,-16.7
2018-02-24,PRCP,0.0
2018-02-24,SNWD,35.6
2018-02-25,SNOW,10.2
2018-02-25,TMAX,-1.7
2018-02-25,TMIN,-16.7
2018-02-25,PRCP,4.1
2018-02-25,SNWD,45.7
2018-02-26,SNOW,0.0
2018-02-26,TMAX,-1.7
2018-02-26,TMIN,-15.0
2018-02-26,PRCP,0.0
2018-02-26,SNWD,43.2
2018-02-27,SNOW,0.0
2018-02-27,TMAX,5.6
2018-02-27,TMIN,-15.0
2018-02-27,PRCP,0.0
2018-02-27,SNWD,38.1
2018-02-28,SNOW,0.0
2018-02-28,TMAX,8.3
2018-02-28,TMIN,-10.6
2018-02-28,PRCP,0.0
2018-02-28,SNWD,38.1
2018-03-01,SNOW,0.0
2018-03-01,TMAX,6.7
2018-03-01,TMIN,-10.0
2018-03-01,PRCP,0.0
2018-03-01,SNWD,33.0
2018-03-02,SNOW,0.0
2018-03-02,TMAX,6.7
2018-03-02,TMIN,-10.0
2018-03-02,PRCP,0.0
2018-03-02,SNWD,33.0
2018-03-03,SNOW,0.0
2018-03-03,TMAX,5.0
2018-03-03,TMIN,-12.2
2018-03-03,PRCP,0.0
2018-03-03,SNWD,33.0
2018-03-04,SNOW,0.0
2018-03-04,TMAX,7.2
2018-03-04,TMIN,1.1
2018-03-04,PRCP,0.5
2018-03-05,SNOW,0.5
2018-03-05,TMAX,6.1
2018-03-05,TMIN,0.6
2018-03-05,PRCP,5.3
2018-03-05,SNWD,27.9
2018-03-06,TMAX,6.1
2018-03-06,TMIN,-2.8
2018-03-06,PRCP,8.1
2018-03-07,SNOW,0.0
2018-03-07,TMAX,0.6
2018-03-07,TMIN,-12.8
2018-03-07,PRCP,0.0
2018-03-07,SNWD,33.0
2018-03-08,SNOW,0.0
2018-03-08,TMAX,-2.2
2018-03-08,TMIN,-14.4
2018-03-08,PRCP,0.0
2018-03-09,SNOW,0.0
2018-03-09,TMAX,-1.7
2018-03-09,TMIN,-14.4
2018-03-09,PRCP,0.0
2018-03-10,SNOW,0.0
2018-03-10,TMAX,1.7
2018-03-10,TMIN,-12.2
2018-03-10,PRCP,0.0
2018-03-11,SNOW,0.0
2018-03-11,TMAX,1.7
2018-03-11,TMIN,-7.2
2018-03-11,PRCP,0.0
2018-03-12,SNOW,0.0
2018-03-12,TMAX,2.8
2018-03-12,TMIN,-4.4
2018-03-12,PRCP,0.0
2018-03-12,SNWD,30.5
2018-03-13,SNOW,0.0
2018-03-13,TMAX,5.0
2018-03-13,TMIN,-5.6
2018-03-13,PRCP,0.0
2018-03-13,SNWD,30.5
2018-03-14,SNOW,0.0
2018-03-14,TMAX,2.2
2018-03-14,TMIN,-6.7
2018-03-14,PRCP,0.0
2018-03-14,SNWD,30.5
2018-03-15,SNOW,0.0
2018-03-15,TMAX,8.3
2018-03-15,TMIN,-7.2
2018-03-15,PRCP,0.0
2018-03-15,SNWD,30.5
2018-03-16,SNOW,0.0
2018-03-16,TMAX,2.8
2018-03-16,TMIN,-5.0
2018-03-16,PRCP,0.0
2018-03-16,SNWD,30.5
2018-03-17,SNOW,0.0
2018-03-17,TMAX,3.3
2018-03-17,TMIN,-5.0
2018-03-17,PRCP,0.0
2018-03-17,SNWD,30.5
2018-03-18,SNOW,0.0
2018-03-18,TMAX,8.3
2018-03-18,TMIN,-6.1
2018-03-18,PRCP,0.0
2018-03-18,SNWD,25.4
2018-03-19,SNOW,0.0
2018-03-19,TMAX,6.7
2018-03-19,TMIN,-5.6
2018-03-19,PRCP,0.0
2018-03-19,SNWD,12.7
2018-03-20,SNOW,0.0
2018-03-20,TMAX,5.0
2018-03-20,TMIN,-1.1
2018-03-20,PRCP,0.0
2018-03-20,SNWD,12.7
2018-03-21,SNOW,0.0
2018-03-21,TMAX,-0.6
2018-03-21,TMIN,-5.6
2018-03-21,PRCP,0.0
2018-03-21,SNWD,12.7
2018-03-22,SNOW,0.0
2018-03-22,TMAX,3.9
2018-03-22,TMIN,-6.1
2018-03-22,PRCP,0.0
2018-03-22,SNWD,12.7
2018-03-23,SNOW,0.0
2018-03-23,TMAX,5.6
2018-03-23,TMIN,-5.0
2018-03-23,PRCP,0.0
2018-03-23,SNWD,7.6
2018-03-24,SNOW,0.0
2018-03-24,TMAX,5.0
2018-03-24,TMIN,-5.0
2018-03-24,PRCP,0.0
2018-03-24,SNWD,7.6
2018-03-25,SNOW,0.0
2018-03-25,TMAX,3.9
2018-03-25,TMIN,-2.2
2018-03-25,PRCP,0.0
2018-03-25,SNWD,7.6
2018-03-26,SNOW,0.0
2018-03-26,TMAX,6.1
2018-03-26,TMIN,-2.2
2018-03-26,PRCP,0.3
2018-03-26,SNWD,7.6
2018-03-27,SNOW,0.0
2018-03-27,TMAX,3.3
2018-03-27,TMIN,-0.6
2018-03-27,PRCP,6.4
2018-03-27,SNWD,7.6
2018-03-28,SNOW,0.0
2018-03-28,TMAX,7.8
2018-03-28,TMIN,-1.1
2018-03-28,PRCP,0.0
2018-03-28,SNWD,7.6
2018-03-29,SNOW,0.0
2018-03-29,TMAX,10.6
2018-03-29,TMIN,-2.8
2018-03-29,PRCP,0.0
2018-03-29,SNWD,7.6
2018-03-30,SNOW,0.0
2018-03-30,TMAX,4.4
2018-03-30,TMIN,-3.9
2018-03-30,PRCP,0.0
2018-03-30,SNWD,2.5
2018-03-31,SNOW,1.3
2018-03-31,TMAX,4.4
2018-03-31,TMIN,-4.4
2018-03-31,PRCP,1.5
2018-03-31,SNWD,2.5
2018-04-01,SNOW,0.0
2018-04-01,TMAX,2.2
2018-04-01,TMIN,-10.0
2018-04-01,PRCP,0.0
2018-04-01,SNWD,2.5
2018-04-02,SNOW,0.0
2018-04-02,TMAX,-0.6
2018-04-02,TMIN,-10.0
2018-04-02,PRCP,0.0
2018-04-02,SNWD,0.0
2018-04-03,SNOW,5.1
2018-04-03,TMAX,0.6
2018-04-03,TMIN,-10.6
2018-04-03,PRCP,5.6
2018-04-04,SNOW,7.6
2018-04-04,TMAX,-1.1
2018-04-04,TMIN,-9.4
2018-04-04,PRCP,7.1
2018-04-05,SNOW,0.0
2018-04-05,TMAX,-1.7
2018-04-05,TMIN,-11.7
2018-04-05,PRCP,0.0
2018-04-06,SNOW,0.0
2018-04-06,TMAX,3.9
2018-04-06,TMIN,-12.2
2018-04-06,PRCP,0.0
2018-04-06,SNWD,12.7
2018-04-07,SNOW,0.0
2018-04-07,TMAX,-4.4
2018-04-07,TMIN,-10.0
2018-04-07,PRCP,0.0
2018-04-07,SNWD,12.7
2018-04-08,SNOW,0.0
2018-04-08,TMAX,0.0
2018-04-08,TMIN,-10.0
2018-04-08,PRCP,0.0
2018-04-08,SNWD,12.7
2018-04-09,SNOW,2.5
2018-04-09,TMAX,0.0
2018-04-09,TMIN,-8.9
2018-04-09,PRCP,1.0
2018-04-09,SNWD,2.5
2018-04-10,SNOW,0.0
2018-04-10,TMAX,3.3
2018-04-10,TMIN,-5.0
2018-04-10,PRCP,0.0
2018-04-10,SNWD,2.5
2018-04-11,SNOW,0.0
2018-04-11,TMAX,3.9
2018-04-11,TMIN,-2.2
2018-04-11,PRCP,0.0
2018-04-11,SNWD,2.5
2018-04-12,SNOW,0.0
2018-04-12,TMAX,9.4
2018-04-12,TMIN,-2.8
2018-04-12,PRCP,1.3
2018-04-12,SNWD,2.5
2018-04-13,SNOW,0.0
2018-04-13,TMAX,9.4
2018-04-13,TMIN,-2.8
2018-04-13,PRCP,0.0
2018-04-13,SNWD,0.0
2018-04-14,SNOW,2.5
2018-04-14,TMAX,9.4
2018-04-14,TMIN,-2.8
2018-04-14,PRCP,7.1
2018-04-14,SNWD,2.5
2018-04-15,SNOW,7.6
2018-04-15,TMAX,-1.1
2018-04-15,TMIN,-5.6
2018-04-15,PRCP,17.0
2018-04-15,SNWD,10.2
2018-04-16,SNOW,5.1
2018-04-16,TMAX,-2.8
2018-04-16,TMIN,-5.6
2018-04-16,PRCP,3.0
2018-04-16,SNWD,15.2
2018-04-17,SNOW,0.0
2018-04-17,TMAX,1.7
2018-04-17,TMIN,-4.4
2018-04-17,PRCP,0.0
2018-04-18,SNOW,0.0
2018-04-18,TMAX,5.6
2018-04-18,TMIN,-2.8
2018-04-18,PRCP,0.0
2018-04-18,SNWD,7.6
2018-04-19,SNOW,0.0
2018-04-19,TMAX,4.4
2018-04-19,TMIN,-1.7
2018-04-19,PRCP,0.0
2018-04-19,SNWD,7.6
2018-04-20,SNOW,0.0
2018-04-20,TMAX,11.7
2018-04-20,TMIN,-2.2
2018-04-20,PRCP,0.0
